Region,Year,Crime,Pollution,Price
Battery Park City-Lower Manhattan,2023,8.612849853,14,42.46260815
Bay Ridge,2010,4.429442694,64,8.692662804
Bay Ridge,2011,4.169753868,65,6.805569188
Bay Ridge,2012,3.36779291,60,8.390629605
Bay Ridge,2013,3.571717322,51,10.16722325
Bay Ridge,2014,4.083899565,54,11.56811707
Bay Ridge,2015,4.314316161,55,12.6780277
Bay Ridge,2016,5.368770536,54,14.38954915
Bay Ridge,2017,5.699922849,41,14.4300658
Bay Ridge,2018,4.449230066,44,12.87324428
Bay Ridge,2019,4.834203795,41,12.69849065
Bay Ridge,2020,4.913854649,39,12.87302411
Bay Ridge,2021,4.993505504,37,12.90182399
Bay Ridge,2022,5.073156359,34,12.93062387
Bay Ridge,2023,5.152807214,32,12.95942375
Bayside-Bayside Hills,2010,2.854793008,72,5.642864159
Bayside-Bayside Hills,2011,2.957327575,67,5.757047442
Bayside-Bayside Hills,2012,2.950949827,77,6.927119134
Bayside-Bayside Hills,2013,2.673108949,60,8.280129654
Bayside-Bayside Hills,2014,2.320043348,61,10.61658972
Bayside-Bayside Hills,2015,2.489462506,51,12.55279442
Bayside-Bayside Hills,2016,2.642855528,49,14.3490325
Bayside-Bayside Hills,2017,2.48243063,47,14.57985463
Bayside-Bayside Hills,2018,2.161580834,43,14.74560455
Bayside-Bayside Hills,2019,2.097618248,38,14.56634907
Bayside-Bayside Hills,2020,1.983369325,37,15.54680867
Bayside-Bayside Hills,2021,1.869120401,36,16.26214185
Bayside-Bayside Hills,2022,1.754871478,37,16.97747504
Bayside-Bayside Hills,2023,1.640622554,25,17.69280822
Bedford,2010,31.98311392,63,9.243747717
Bedford,2011,30.11328897,63,8.419546027
Bedford,2012,28.4825478,58,9.862910324
Bedford,2013,26.46309106,49,12.3793052
Bedford,2014,22.7288377,54,14.02459115
Bedford,2015,16.46261829,55,15.64693954
Bedford,2016,17.50578896,55,17.49993152
Bedford,2017,16.79000937,43,16.96248927
Bedford,2018,18.28403778,46,15.90778889
Bedford,2019,17.17707525,45,15.97558894
Bedford,2020,16.59068378,43,16.46128996
Bedford,2021,16.00429231,42,16.78615228
Bedford,2022,15.41790084,40,17.11101459
Bedford,2023,14.83150937,39,17.4358769
Bedford Park-Fordham North,2010,15.70546511,69,4.518220205
Bedford Park-Fordham North,2011,16.20947075,54,3.661231706
Bedford Park-Fordham North,2012,12.48045041,78,2.572193296
Bedford Park-Fordham North,2013,8.386263112,43,3.078037511
Bedford Park-Fordham North,2014,10.14864754,66,3.270798546
Bedford Park-Fordham North,2015,7.200492536,65,3.852764955
Bedford Park-Fordham North,2016,6.504827382,51,5.92402514
Bedford Park-Fordham North,2017,8.163205455,39,6.908702476
Bedford Park-Fordham North,2018,6.072285226,46,6.92220803
Bedford Park-Fordham North,2019,5.718774385,44,7.255344917
Bedford Park-Fordham North,2020,5.121166267,44,7.629773266
Bedford Park-Fordham North,2021,4.523558149,35,7.991860916
Bedford Park-Fordham North,2022,3.92595003,28,8.353948565
Bedford Park-Fordham North,2023,3.328341912,22,8.716036215
Bellerose,2010,2.815708858,75,3.953442683
Bellerose,2011,3.096656844,68,4.216187005
Bellerose,2012,2.705324754,53,4.962675567
Bellerose,2013,2.718897911,51,6.330419399
Bellerose,2014,3.151276534,69,9.197279246
Bellerose,2015,2.04956141,64,11.71913367
Bellerose,2016,2.090444411,61,13.24771633
Bellerose,2017,2.33328944,39,13.96473823
Bellerose,2018,1.917264017,42,14.47181024
Bellerose,2019,1.904573201,41,13.79203091
Bellerose,2020,1.825264786,32,15.01373991
Bellerose,2021,1.745956371,38,15.83609437
Bellerose,2022,1.666647956,33,16.65844883
Bellerose,2023,1.587339541,26,17.48080329
Belmont,2010,11.9975404,68,4.218642565
Belmont,2011,9.712671213,70,4.157253698
Belmont,2012,9.707111124,68,2.915970917
Belmont,2013,9.084054181,57,3.044887526
Belmont,2014,9.802613816,57,3.416904027
Belmont,2015,8.02256793,55,4.99459778
Belmont,2016,7.974816584,54,6.789608089
Belmont,2017,6.176291582,42,7.699391018
Belmont,2018,5.51415049,46,9.153079266
Belmont,2019,5.16088136,43,9.205055157
Belmont,2020,4.679211872,40,10.00547794
Belmont,2021,4.197542384,37,10.70034674
Belmont,2022,3.715872896,34,11.39521554
Belmont,2023,3.234203408,31,12.09008435
Bensonhurst East,2010,6.147346417,67,8.599351724
Bensonhurst East,2011,5.364682236,49,6.298497201
Bensonhurst East,2012,6.235980764,68,6.863274723
Bensonhurst East,2013,5.840396842,50,7.604852166
Bensonhurst East,2014,7.087001324,45,9.437923579
Bensonhurst East,2015,6.67261122,49,11.7068559
Bensonhurst East,2016,5.722490265,46,14.04945486
Bensonhurst East,2017,5.709734769,28,13.51168844
Bensonhurst East,2018,4.039418859,52,12.36985561
Bensonhurst East,2019,4.064757108,33,12.63628326
Bensonhurst East,2020,3.753930124,28,12.82117036
Bensonhurst East,2021,3.44310314,36,12.95729377
Bensonhurst East,2022,3.132276155,23,13.09341718
Bensonhurst East,2023,2.821449171,34,13.22954059
Bensonhurst West,2010,10.38499741,66,9.347645089
Bensonhurst West,2011,12.75817141,76,8.481221472
Bensonhurst West,2012,9.889878812,62,9.892649794
Bensonhurst West,2013,6.63593686,61,12.33265414
Bensonhurst West,2014,6.638894786,67,13.83394404
Bensonhurst West,2015,9.518457724,61,15.52067997
Bensonhurst West,2016,6.21836501,61,17.39804246
Bensonhurst West,2017,5.111581213,45,16.85629494
Bensonhurst West,2018,12.45031054,52,15.79383004
Bensonhurst West,2019,11.58508364,43,15.80186768
Bensonhurst West,2020,12.24731624,45,16.27059505
Bensonhurst West,2021,12.90954883,37,16.57112836
Bensonhurst West,2022,13.57178143,32,16.87166168
Bensonhurst West,2023,14.23401402,32,17.17219499
Borough Park,2010,16.84986208,65,9.704351233
Borough Park,2011,15.53146705,65,7.662557701
Borough Park,2012,16.08191578,61,7.820940964
Borough Park,2013,15.6119248,51,9.26235143
Borough Park,2014,15.87472073,54,12.10711129
Borough Park,2015,16.60080284,56,14.87943227
Borough Park,2016,15.59279155,54,16.44116491
Borough Park,2017,14.02223017,43,15.8972596
Borough Park,2018,12.9795501,45,15.17164326
Borough Park,2019,12.62131515,43,15.52565235
Borough Park,2020,12.07046926,42,15.88648761
Borough Park,2021,11.51962337,40,16.18861012
Borough Park,2022,10.96877747,38,16.49073262
Borough Park,2023,10.41793158,36,16.79285513
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2010,1.144248224,88,4.645909042
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2011,1.18709361,83,5.186131029
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2012,1.180061734,83,5.596208619
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2013,1.184477098,75,6.78715253
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2014,1.158639041,79,8.362390723
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2015,1.172212197,71,10.10583439
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2016,1.140159924,71,11.96591689
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2017,1.14065052,60,12.81308318
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2018,1.13983286,62,13.18509969
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2019,1.132438387,54,12.51186851
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2020,1.126424004,41,13.58503433
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2021,1.120409621,42,14.29313423
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2022,1.114395237,45,15.00123413
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2023,1.108380854,37,15.70933404
Briarwood-Jamaica Hills,2010,2.409168291,78,4.719575676
Briarwood-Jamaica Hills,2011,2.338522464,68,4.480159115
Briarwood-Jamaica Hills,2012,2.130182689,64,5.141931048
Briarwood-Jamaica Hills,2013,2.091752667,53,6.367252716
Briarwood-Jamaica Hills,2014,1.880305784,62,8.487624001
Briarwood-Jamaica Hills,2015,1.756512055,57,10.06531774
Briarwood-Jamaica Hills,2016,1.548008747,62,11.77683921
Briarwood-Jamaica Hills,2017,1.550134663,50,12.16481681
Briarwood-Jamaica Hills,2018,1.506144554,58,12.52823887
Briarwood-Jamaica Hills,2019,1.400729902,48,11.9569132
Briarwood-Jamaica Hills,2020,1.310770691,37,12.83358315
Briarwood-Jamaica Hills,2021,1.220811481,42,13.40801842
Briarwood-Jamaica Hills,2022,1.13085227,36,13.98245369
Briarwood-Jamaica Hills,2023,1.040893059,41,14.55688896
Brighton Beach,2010,1.123152596,73,8.127885267
Brighton Beach,2011,1.107780587,84,6.493713781
Brighton Beach,2012,1.162563809,60,7.178813476
Brighton Beach,2013,1.107780587,43,9.580345743
Brighton Beach,2014,1.136725752,63,11.53865042
Brighton Beach,2015,1.137543412,57,12.93831646
Brighton Beach,2016,1.132310388,44,16.1501817
Brighton Beach,2017,1.116120719,39,15.1532266
Brighton Beach,2018,1.116120719,48,13.5190551
Brighton Beach,2019,1.109555887,44,12.47912779
Brighton Beach,2020,1.103833065,37,12.84495623
Brighton Beach,2021,1.098110243,23,12.84067148
Brighton Beach,2022,1.09238742,25,12.83638674
Brighton Beach,2023,1.086664598,22,12.83210199
Bronxdale,2010,9.350284287,67,5.353108727
Bronxdale,2011,7.95568334,70,6.742952549
Bronxdale,2012,7.057238499,68,6.364797172
Bronxdale,2013,8.152575875,56,6.914841367
Bronxdale,2014,7.228783573,56,6.664374811
Bronxdale,2015,6.00654536,54,7.547146646
Bronxdale,2016,7.369911694,53,8.934534909
Bronxdale,2017,7.480622862,42,10.43242314
Bronxdale,2018,5.271632525,43,11.12734506
Bronxdale,2019,5.492032825,39,11.19896539
Bronxdale,2020,5.254738854,34,12.11810236
Bronxdale,2021,5.017444884,30,12.8738217
Bronxdale,2022,4.780150913,25,13.62954105
Bronxdale,2023,4.542856942,21,14.38526039
Brooklyn Heights-Cobble Hill,2010,2.335578888,62,23.80414497
Brooklyn Heights-Cobble Hill,2011,2.747679544,62,23.4198507
Brooklyn Heights-Cobble Hill,2012,2.510067539,58,27.14124348
Brooklyn Heights-Cobble Hill,2013,2.469021005,49,32.75586878
Brooklyn Heights-Cobble Hill,2014,2.526911335,55,31.27271388
Brooklyn Heights-Cobble Hill,2015,2.293060567,56,30.52868087
Brooklyn Heights-Cobble Hill,2016,1.782350112,57,31.61526372
Brooklyn Heights-Cobble Hill,2017,2.119389576,42,30.20209212
Brooklyn Heights-Cobble Hill,2018,2.316609176,48,26.40826048
Brooklyn Heights-Cobble Hill,2019,2.277206107,46,23.57168582
Brooklyn Heights-Cobble Hill,2020,2.294575247,44,23.33911039
Brooklyn Heights-Cobble Hill,2021,2.311944387,41,22.42940513
Brooklyn Heights-Cobble Hill,2022,2.329313527,39,21.51969986
Brooklyn Heights-Cobble Hill,2023,2.346682668,37,20.6099946
Brownsville,2010,12.07652636,67,4.331598075
Brownsville,2011,12.23956777,67,5.612169718
Brownsville,2012,10.41340586,62,6.316913859
Brownsville,2013,9.199834842,54,8.152440817
Brownsville,2014,8.45216651,57,10.26790098
Brownsville,2015,7.801472658,58,11.69703368
Brownsville,2016,6.997385784,58,14.03472154
Brownsville,2017,5.710879493,46,13.90334937
Brownsville,2018,5.531157818,48,12.45088891
Brownsville,2019,4.82693256,46,12.90148315
Brownsville,2020,4.192876361,44,13.7528988
Brownsville,2021,3.558820161,43,14.41019358
Brownsville,2022,2.924763962,41,15.06748837
Brownsville,2023,2.290707762,39,15.72478315
Bushwick North,2010,1.785784284,50,9.215760864
Bushwick North,2011,1.595596561,87,8.3804384
Bushwick North,2012,1.550461727,51,9.759144829
Bushwick North,2013,1.56289016,50,12.18702351
Bushwick North,2014,1.705653601,54,13.70718683
Bushwick North,2015,1.293225882,58,15.35203043
Bushwick North,2016,1.309415551,52,17.23598537
Bushwick North,2017,1.392326278,52,16.71937684
Bushwick North,2018,1.3484997,52,15.68372469
Bushwick North,2019,1.313157406,39,15.708803
Bushwick North,2020,1.281523417,32,16.18591785
Bushwick North,2021,1.249889427,32,16.49753286
Bushwick North,2022,1.218255438,20,16.80914787
Bushwick North,2023,1.186621449,26,17.12076288
Bushwick South,2010,40.00828359,66,5.721441897
Bushwick South,2011,44.29233155,66,6.395491597
Bushwick South,2012,37.53289961,62,7.510313329
Bushwick South,2013,31.31590334,53,11.39254494
Bushwick South,2014,28.7415825,57,15.38036538
Bushwick South,2015,22.01371224,58,16.91508692
Bushwick South,2016,19.94388764,57,18.66589725
Bushwick South,2017,20.36563668,46,17.85924761
Bushwick South,2018,16.70039383,47,17.3472645
Bushwick South,2019,14.4176854,44,18.13672527
Bushwick South,2020,11.99079372,41,19.17800601
Bushwick South,2021,9.563902034,38,20.07701783
Bushwick South,2022,7.137010349,35,20.97602964
Bushwick South,2023,4.710118664,32,21.87504145
Cambria Heights,2010,3.431570393,47,5.524997545
Cambria Heights,2011,3.714807827,66,5.182447697
Cambria Heights,2012,3.62862646,52,5.585158624
Cambria Heights,2013,2.973517244,69,6.77119143
Cambria Heights,2014,2.865259056,75,8.697573908
Cambria Heights,2015,2.431735708,56,10.96036734
Cambria Heights,2016,2.095677436,53,12.72713878
Cambria Heights,2017,2.455774913,53,13.740055
Cambria Heights,2018,2.087010239,51,14.67684902
Cambria Heights,2019,1.981780389,36,14.66457126
Cambria Heights,2020,1.845043133,15,15.75280863
Cambria Heights,2021,1.708305877,26,16.62713113
Cambria Heights,2022,1.571568621,23,17.50145363
Cambria Heights,2023,1.434831365,29,18.37577613
Canarsie,2010,5.853659118,70,4.041842643
Canarsie,2011,8.269523029,72,5.556919743
Canarsie,2012,9.085241725,67,6.42741381
Canarsie,2013,9.960985092,59,8.057901965
Canarsie,2014,10.62364576,59,9.402318034
Canarsie,2015,11.99794417,61,11.24643944
Canarsie,2016,7.962545535,58,13.52028287
Canarsie,2017,12.9451152,49,13.93158825
Canarsie,2018,11.27623382,50,13.93036048
Canarsie,2019,11.49545842,47,14.35680843
Canarsie,2020,11.53833315,44,15.53618598
Canarsie,2021,11.58120787,41,16.51013705
Canarsie,2022,11.6240826,38,17.48408813
Canarsie,2023,11.66695733,35,18.45803921
Carroll Gardens-Columbia Street-Red Hook,2010,8.172363248,64,17.82732541
Carroll Gardens-Columbia Street-Red Hook,2011,7.650532616,64,15.82482074
Carroll Gardens-Columbia Street-Red Hook,2012,7.952085636,61,18.79113053
Carroll Gardens-Columbia Street-Red Hook,2013,6.565661288,51,24.51380021
Carroll Gardens-Columbia Street-Red Hook,2014,5.965662358,57,25.24555545
Carroll Gardens-Columbia Street-Red Hook,2015,5.777273487,58,26.18726057
Carroll Gardens-Columbia Street-Red Hook,2016,8.477350439,58,26.499116
Carroll Gardens-Columbia Street-Red Hook,2017,8.125102498,45,26.11973283
Carroll Gardens-Columbia Street-Red Hook,2018,6.786920093,51,25.75139966
Carroll Gardens-Columbia Street-Red Hook,2019,6.941452173,48,25.50011458
Carroll Gardens-Columbia Street-Red Hook,2020,6.817489813,46,25.85698657
Carroll Gardens-Columbia Street-Red Hook,2021,6.693527452,43,26.0550077
Carroll Gardens-Columbia Street-Red Hook,2022,6.569565092,41,26.25302883
Carroll Gardens-Columbia Street-Red Hook,2023,6.445602732,38,26.45104995
Central Harlem North-Polo Grounds,2010,72.75197009,61,23.51930065
Central Harlem North-Polo Grounds,2011,67.89457892,63,22.46341223
Central Harlem North-Polo Grounds,2012,58.38453864,63,22.47569001
Central Harlem North-Polo Grounds,2013,59.41429968,52,23.69732835
Central Harlem North-Polo Grounds,2014,58.7951675,53,25.47269423
Central Harlem North-Polo Grounds,2015,50.56721815,52,32.45260779
Central Harlem North-Polo Grounds,2016,53.40335373,51,35.88792849
Central Harlem North-Polo Grounds,2017,36.96446236,38,32.66010215
Central Harlem North-Polo Grounds,2018,27.26848619,39,26.13692172
Central Harlem North-Polo Grounds,2019,23.76028728,35,24.24778181
Central Harlem North-Polo Grounds,2020,18.51869648,32,24.14526912
Central Harlem North-Polo Grounds,2021,13.27710568,28,23.37197796
Central Harlem North-Polo Grounds,2022,8.035514887,25,22.59868681
Central Harlem North-Polo Grounds,2023,2.793924091,22,21.82539565
Central Harlem South,2010,12.72149659,59,34.88767532
Central Harlem South,2011,15.86000285,66,33.36599899
Central Harlem South,2012,11.22534227,65,34.1805071
Central Harlem South,2013,10.2189663,62,35.75132219
Central Harlem South,2014,9.562385299,53,38.64212269
Central Harlem South,2015,8.083892432,45,50.0824748
Central Harlem South,2016,11.12836779,49,52.59353476
Central Harlem South,2017,10.67342175,48,46.99321388
Central Harlem South,2018,5.287331597,53,39.33511667
Central Harlem South,2019,5.479271123,41,37.62136304
Central Harlem South,2020,4.609902691,28,37.4132195
Central Harlem South,2021,3.74053426,47,36.51133795
Central Harlem South,2022,2.871165828,20,35.6094564
Central Harlem South,2023,2.001797397,24,34.70757486
Charleston-Richmond Valley-Tottenville,2010,3.395593351,70,0
Charleston-Richmond Valley-Tottenville,2011,3.336231233,71,0.922060696
Charleston-Richmond Valley-Tottenville,2012,3.558307697,64,0.111727723
Charleston-Richmond Valley-Tottenville,2013,3.302707172,54,1.980404666
Charleston-Richmond Valley-Tottenville,2014,3.421758472,54,3.496709552
Charleston-Richmond Valley-Tottenville,2015,3.636475996,55,6.892741376
Charleston-Richmond Valley-Tottenville,2016,3.188234768,57,9.924123363
Charleston-Richmond Valley-Tottenville,2017,3.425029113,37,8.121746391
Charleston-Richmond Valley-Tottenville,2018,3.045798391,42,10.14635104
Charleston-Richmond Valley-Tottenville,2019,3.078022109,38,9.298366237
Charleston-Richmond Valley-Tottenville,2020,3.03671128,34,10.59459422
Charleston-Richmond Valley-Tottenville,2021,2.995400451,30,11.4880466
Charleston-Richmond Valley-Tottenville,2022,2.954089622,26,12.38149897
Charleston-Richmond Valley-Tottenville,2023,2.912778793,22,13.27495134
Chinatown,2010,28.89366726,58,31.50967488
Chinatown,2011,29.54337992,58,33.27767409
Chinatown,2012,30.18638777,56,34.46616246
Chinatown,2013,30.04247961,47,35.58221196
Chinatown,2014,29.25163883,53,38.32015518
Chinatown,2015,31.35956638,52,49.79127787
Chinatown,2016,33.55629182,54,49.40821138
Chinatown,2017,33.37346304,39,47.87348983
Chinatown,2018,26.62498774,43,45.04714665
Chinatown,2019,27.68159427,40,42.77412173
Chinatown,2020,27.2123551,36,44.19060627
Chinatown,2021,26.74311593,33,44.66798098
Chinatown,2022,26.27387676,29,45.14535569
Chinatown,2023,25.80463759,25,45.6227304
Claremont-Bathgate,2010,86.81016252,70,4.269626785
Claremont-Bathgate,2011,82.56487164,61,3.718744559
Claremont-Bathgate,2012,77.173712,62,2.976343861
Claremont-Bathgate,2013,69.35213969,54,3.499303885
Claremont-Bathgate,2014,73.65401264,48,4.175191067
Claremont-Bathgate,2015,64.71764263,56,5.412948547
Claremont-Bathgate,2016,56.60661867,69,6.915341887
Claremont-Bathgate,2017,50.72878777,44,8.069190198
Claremont-Bathgate,2018,47.73680619,49,8.793369232
Claremont-Bathgate,2019,44.50016664,46,9.544210888
Claremont-Bathgate,2020,41.10935777,23,10.15951966
Claremont-Bathgate,2021,37.7185489,26,10.8157099
Claremont-Bathgate,2022,34.32774003,25,11.47190013
Claremont-Bathgate,2023,30.93693116,34,12.12809037
Clinton,2010,26.25311596,61,35.07074582
Clinton,2011,25.22891501,60,33.32025858
Clinton,2012,26.33668082,60,33.96981736
Clinton,2013,28.22024246,52,35.6152327
Clinton,2014,25.82384445,56,38.3016739
Clinton,2015,24.65328235,55,49.39050553
Clinton,2016,28.82318497,56,51.74693314
Clinton,2017,28.09252397,40,45.80882086
Clinton,2018,25.14976552,45,37.74859258
Clinton,2019,25.87590358,41,35.73210849
Clinton,2020,25.86940685,37,35.28505361
Clinton,2021,25.86291013,34,34.12323853
Clinton,2022,25.85641341,30,32.96142345
Clinton,2023,25.84991669,26,31.79960837
Clinton Hill,2010,13.45330232,59,14.29623809
Clinton Hill,2011,12.06507912,64,13.39259405
Clinton Hill,2012,12.6264845,61,16.74565366
Clinton Hill,2013,12.71773536,40,21.15705726
Clinton Hill,2014,11.46998615,50,21.95634024
Clinton Hill,2015,8.903024251,68,23.63839504
Clinton Hill,2016,9.000325794,60,24.1098615
Clinton Hill,2017,8.056582587,43,23.05397309
Clinton Hill,2018,6.294034626,21,22.56531774
Clinton Hill,2019,5.604299169,49,22.11472351
Clinton Hill,2020,4.702219668,33,22.58264299
Clinton Hill,2021,3.800140167,31,22.81250152
Clinton Hill,2022,2.898060666,24,23.04236004
Clinton Hill,2023,1.995981164,16,23.27221857
Co-op City,2010,1.121353744,63,2.961398684
Co-op City,2011,1.116120719,68,2.261565662
Co-op City,2012,1.148500057,68,0.639671928
Co-op City,2013,11.60346284,38,1.742215892
Co-op City,2014,1.113013611,47,2.329093404
Co-op City,2015,1.105164075,42,3.418131814
Co-op City,2016,1.148500057,44,5.410814262
Co-op City,2017,1.103855819,25,6.466702672
